PPG,Serial_No,filtered_data,noise_ppg
-0.233,1131,0.013537181322312138,-0.26646020312003516
-0.233,1132,-0.002581895405359219,-0.934139653561438
-0.233,1133,-0.025275515826405442,-0.20613372851145842
-0.303,1134,-0.08073956725159195,-0.6739467064612812
-0.303,1135,-0.07958592491190764,0.3324465279185809
-0.303,1136,-0.09060373244025573,-0.28661329719967893
-0.303,1137,-0.10432747386627148,-0.42854532114952676
-0.374,1138,-0.15392046814016724,0.08313670654455141
-0.374,1139,-0.15073077171685048,-0.6313912895106295
-0.374,1140,-0.1632719707452267,-0.5252475981948452
-0.374,1141,-0.17950039470779036,-0.9250965585605401
-0.446,1142,-0.23104306108689188,0.04380059160028088
-0.446,1143,-0.22714177654642073,0.16323582718206425
-0.446,1144,-0.23748330753888436,0.12197910161030584
-0.446,1145,-0.2506572161897449,-0.4188427739873008
-0.506,1146,-0.29253558729854057,-1.075552005064686
-0.506,1147,-0.2877416096165382,-0.39414001502843177
-0.506,1148,-0.2949254425530658,-0.6500959618674691
-0.506,1149,-0.305093900721957,-0.6362379369935872
-0.567,1150,-0.3460534269646802,0.06071437477316677
-0.567,1151,-0.3414296194968671,-1.2862905595698937
-0.567,1152,-0.3502905603547172,-0.6635058298094423
-0.567,1153,-0.36266892907204834,-0.9045648582355558
-0.618,1154,-0.4001349964771895,-0.2552934636952875
-0.618,1155,-0.3981812381790504,-0.13392426628275844
-0.618,1156,-0.4062824850646572,-1.0830382374892198
-0.618,1157,-0.41650390046012475,-1.119043297416575
-0.663,1158,-0.44854349915760267,-0.7432120861567106
-0.663,1159,-0.4457837274289692,-0.20429949442180362
-0.663,1160,-0.4518999079695062,-0.9233339171127669
-0.663,1161,-0.45980832296127866,-0.7402158403260055
-0.704,1162,-0.4875531986870753,-0.782754443523092
-0.704,1163,-0.4836446542750503,-1.1620576117463317
-0.704,1164,-0.4879862992099973,-0.9213471520289495
-0.704,1165,-0.49423867717394976,0.0192264358957982
-0.734,1166,-0.5149207608138677,0.027306706883659326
-0.734,1167,-0.5121968156541753,-1.3172691932130127
-0.734,1168,-0.5154178796639076,-1.380090382890681
-0.734,1169,-0.5201569991272592,-0.0654971839625097
-0.749,1170,-0.5318851417049222,-1.282554233190282
-0.749,1171,-0.5314050321113214,-0.11140850572349836
-0.749,1172,-0.5334312677162588,-1.2950087262495567
-0.749,1173,-0.5358842460976675,-0.11689142290267074
-0.754,1174,-0.5402223594147335,-1.0218852474336366
-0.754,1175,-0.5399211821121315,-0.20180293779226732
-0.754,1176,-0.5399194613887033,-0.6163758736907455
-0.754,1177,-0.5396283530530976,-0.32385683653637154
-0.764,1178,-0.5441982559629853,-1.4698031695320841
-0.764,1179,-0.5413299182770414,-0.3268453240770367
-0.764,1180,-0.5406900848205288,-0.2529563462848622
-0.764,1181,-0.540570662949795,-1.2627963630190133
-0.754,1182,-0.534479260428241,-0.6110567306829843
-0.754,1183,-0.5344739606645597,-1.3596560814138916
-0.754,1184,-0.5313659326797336,-1.4505611291793072
-0.754,1185,-0.5275562307877006,-0.48005952689657005
-0.734,1186,-0.5137122260343604,-0.38472698539457284
-0.734,1187,-0.5148684980785988,-0.5363372560873828
-0.734,1188,-0.5116978713531543,-0.7034805453821636
-0.734,1189,-0.5074449835358326,-1.0262033144515628
-0.704,1190,-0.48768086418696965,-0.5226412801559838
-0.704,1191,-0.48969906430776977,-1.4244332935134336
-0.704,1192,-0.48450577200401423,-0.4660311146569046
-0.704,1193,-0.47717598537892264,-0.7200023445323068
-0.678,1194,-0.4567491524104794,-1.0727313679128794
-0.678,1195,-0.4561539946638101,-0.8192437788916777
-0.678,1196,-0.45020947233037756,-0.581675771244786
-0.678,1197,-0.44300884884761216,-1.2117149174439212
-0.638,1198,-0.41526526811175496,-0.7657334539531502
-0.638,1199,-0.4168703488153273,0.03750836181353856
-0.638,1200,-0.40943578627876065,-0.953128730273367
-0.638,1201,-0.39995648895339087,0.13213120776115894
-0.603,1202,-0.37372112506169175,-1.1276872895165035
-0.603,1203,-0.37495408324398277,-0.4137138897113285
-0.603,1204,-0.3695289257790191,-0.6119050499275638
-0.603,1205,-0.36265005673739564,-0.3458715560467652
-0.572,1206,-0.3404964873525875,-0.9064868001738615
-0.572,1207,-0.3418861705066489,-1.1054653869695588
-0.572,1208,-0.33663716363307766,-0.3175116917930405
-0.572,1209,-0.32962542102410597,-0.2813079079023255
-0.546,1210,-0.30971662576093273,-0.7035946081906614
-0.546,1211,-0.3097508075986512,-0.966994876578444
-0.546,1212,-0.3045281276364936,-0.6726693606117985
-0.546,1213,-0.2981472003305445,-0.4198495014566015
-0.526,1214,-0.2822240040666016,-0.6120826809319757
-0.526,1215,-0.2820484333996809,-1.2088452625099793
-0.526,1216,-0.2781700343575746,-0.5841655717592688
-0.526,1217,-0.27363934472784296,-1.0540568161057646
-0.511,1218,-0.26211496716805377,-0.7620959210742377
-0.511,1219,-0.2624903723999802,-0.8628988355227507
-0.511,1220,-0.2600954910567969,-0.06857163752852036
-0.511,1221,-0.2571401850402462,-0.8637329540280521
-0.496,1222,-0.24675896404492859,-0.24873185333093073
-0.496,1223,-0.24768586337710935,-1.13401690950168
-0.496,1224,-0.24533981480109943,-0.4104040445600875
-0.496,1225,-0.24211493304067194,-0.4543604758826164
-0.496,1226,-0.23949986595860392,-0.3510983867651929
-0.496,1227,-0.2379191262550722,-1.0265423381817875
-0.496,1228,-0.23710221268162995,-0.16200206655765548
-0.496,1229,-0.2365691972698949,0.14616835492002356
-0.506,1230,-0.2414268293572875,-1.0188479031961977
-0.506,1231,-0.2392936562973741,-0.16862522041256034
-0.506,1232,-0.23976854924856292,-0.5687602371615588
-0.506,1233,-0.24109042615973475,-0.37065698840190375
-0.521,1234,-0.2503470132267645,-0.9582895219036315
-0.521,1235,-0.24880775359274965,-0.4906424769655774
-0.521,1236,-0.2509208833761432,-1.2861627771303747
-0.521,1237,-0.25411379080962765,-0.20637094873489126
-0.531,1238,-0.26219193780541616,0.05095327649075587
-0.531,1239,-0.262330612164471,-0.3857989467028733
-0.531,1240,-0.26422564671941834,-1.1750909900281314
-0.531,1241,-0.2663785290848093,-0.10196544801710483
-0.552,1242,-0.2793387975663672,0.04425186362747435
-0.552,1243,-0.27705557491650334,-0.7247878804377096
-0.552,1244,-0.2796395824456254,-1.0794806510443478
-0.552,1245,-0.28332212380690336,-1.3229732846815865
-0.577,1246,-0.29938437817591407,-1.0701032414581946
-0.577,1247,-0.2964850224076828,-0.8343114467613596
-0.577,1248,-0.29889885595197496,-0.8278141415660789
-0.577,1249,-0.30268761280515283,-0.5408522628494874
-0.598,1250,-0.316918800847704,-0.8248091247998766
-0.598,1251,-0.3151839204003576,-0.12193818903236364
-0.598,1252,-0.3179469920435711,-1.0709984370187935
-0.598,1253,-0.32196455868061663,-0.7731189684128772
-0.623,1254,-0.33884226753320845,-0.8638204334228664
-0.623,1255,-0.33724116420806916,-0.709608483575565
-0.623,1256,-0.3411873598769482,-0.7246897746071868
-0.623,1257,-0.3463952128024942,-0.8717839964669893
-0.638,1258,-0.3583524954064095,-1.0205408957683164
-0.638,1259,-0.35783565486318447,-0.5368280239068013
-0.638,1260,-0.35956582576784335,-0.9905806570358129
-0.638,1261,-0.36153763224514335,0.11992789262544457
-0.663,1262,-0.37625587592229154,-0.7966910603614742
-0.663,1263,-0.37279427864505865,-0.5959786726347346
-0.663,1264,-0.37523923744814924,-0.38340682129368864
-0.663,1265,-0.37922808407840164,0.06937121558799897
-0.673,1266,-0.3874650029386423,-0.949445520985089
-0.673,1267,-0.3868893957459045,-1.323885698805472
-0.673,1268,-0.38754777075241503,-1.207362646093182
-0.673,1269,-0.3884743501551148,-1.020688725777055
-0.668,1270,-0.38644234537035366,-0.07840458194999189
-0.668,1271,-0.3874912552720652,-1.178494133900441
-0.668,1272,-0.3869618355333826,-0.12933759342905327
-0.668,1273,-0.38592242210458677,-0.30155207114064964
-0.663,1274,-0.382285109362596,-0.7689055359159048
-0.663,1275,-0.382314438612931,-1.2268406350008867
-0.663,1276,-0.38105775033311445,-0.9704311480294007
-0.663,1277,-0.37921033024912765,-1.0548306668235221
-0.627,1278,-0.3575864137634619,-0.03916403068874208
-0.627,1279,-0.36058559122151124,-0.8610726315545101
-0.627,1280,-0.35403071687713705,-1.3852551770254953
-0.627,1281,-0.344884486802913,-0.2649987633359209
-0.582,1282,-0.3130943950840427,-0.9583182884750296
-0.582,1283,-0.31532862248045396,-0.3138056217753993
-0.582,1284,-0.3081076529254354,0.17541425997278748
-0.582,1285,-0.29868383636469176,-1.017879450157212
-0.516,1286,-0.2554591785312294,-0.5843246708011449
-0.516,1287,-0.2606575046807223,-1.0717751621882567
-0.516,1288,-0.2506539373865929,-0.4095707394779413
-0.516,1289,-0.2367010832047216,-0.020492964897573462
-0.43,1290,-0.17894893367855713,-0.5071348108341873
-0.43,1291,-0.1850719067677449,-0.8911032693407279
-0.43,1292,-0.172082116329092,-0.3696508562232516
-0.43,1293,-0.15429087499339877,-0.684402001054498
-0.324,1294,-0.08275339526797298,-0.5853185207697149
-0.324,1295,-0.09017056313310748,-0.9538391780926339
-0.324,1296,-0.07417329339813017,-0.00610967396737655
-0.324,1297,-0.05233776858518295,0.39558372162359084
-0.212,1298,0.02550059988959695,0.07546669784671164
-0.212,1299,0.018660898190150786,-0.8180191939484788
-0.212,1300,0.03556514633337456,-0.6274641146613837
-0.212,1301,0.058146732875463375,-0.08330120341715999
-0.091,1302,0.1412671085167621,0.23290773311521792
-0.091,1303,0.1331930244334817,-0.5480313901498088
-0.091,1304,0.15099789673325392,-0.9136494912566359
-0.091,1305,0.1749795861522938,0.615154599303556
0.025,1306,0.2562246016252582,-0.7162520666010215
0.025,1307,0.24884188406335414,0.12293127198493689
0.025,1308,0.26537499093205724,0.6958118851704265
0.025,1309,0.287492062818249,0.6507121081757976
0.137,1310,0.3650469577438451,-0.15515490042697966
0.137,1311,0.35739536419734874,-0.4561759168246886
0.137,1312,0.3731543683534654,0.15243467900588414
0.137,1313,0.3944532878477661,0.8546845105948994
0.233,1314,0.4626328251697026,0.15177383444805895
0.233,1315,0.4567008760742079,-0.2863718961010022
0.233,1316,0.4699707302448964,0.9162041681368838
0.233,1317,0.4875672515313424,0.4746133073778289
0.304,1318,0.539129469373296,0.47969136050738165
0.304,1319,0.534969136423892,0.6054092283240802
0.304,1320,0.5443315158152482,0.7054323406222662
0.304,1321,0.5565573555659067,0.8358002698492535
0.359,1322,0.5951713673628245,0.46759430515603206
0.359,1323,0.5908765605323295,0.7048369466535899
0.359,1324,0.5972333608124161,0.906320991312693
0.359,1325,0.6058247528126737,0.4664366810486268
0.39,1326,0.6284334232735527,0.5277704545279384
0.39,1327,0.6256215236375043,0.9494132795288985
0.39,1328,0.6279226251578893,0.3692935632600781
0.39,1329,0.6311649509707984,0.3684212296680257
0.395,1330,0.635628616752556,-0.4305040745671098
0.395,1331,0.6345853565800204,0.08224678187693624
0.395,1332,0.6333546396441995,0.033052503132409095
0.395,1333,0.6318521835457186,-0.03282155462306263
0.39,1334,0.6273690833498515,0.21460615117746284
0.39,1335,0.6260817940662763,0.9030558905870452
0.39,1336,0.6232527514231252,0.17890031077638702
0.39,1337,0.6198427129054647,0.6943543376701029
0.359,1338,0.5995526211588007,0.723893666182044
0.359,1339,0.6006542449901295,0.2874785625337617
0.359,1340,0.5936292141724737,1.0516857950987344
0.359,1341,0.5843449625757482,0.2657172123894247
0.319,1342,0.5547512588415515,0.8776032752636131
0.319,1343,0.5551374822387899,0.7522770449079148
0.319,1344,0.5468869163722982,-0.5074533169377962
0.319,1345,0.5365336747993044,0.42738421791819997
0.264,1346,0.49808408749940813,0.6622935865875651
0.264,1347,0.5001936628069223,0.020870274769253294
0.264,1348,0.4898331613857148,0.13543954832189675
0.264,1349,0.47631506347548463,0.7825847911503615
0.198,1350,0.42946733775468754,-0.5752380666055161
0.198,1351,0.4320384682907751,0.7478180808895336
0.198,1352,0.4202626071252521,-0.44143312906741045
0.198,1353,0.4049825182063898,0.2624578182581189
0.137,1354,0.35962454797828486,0.6377564865583639
0.137,1355,0.360982737373973,-0.5586942828345977
0.137,1356,0.34981927874919516,0.678316052882486
0.137,1357,0.3356916797126938,0.4911865952985913
0.066,1358,0.28573808920063154,-0.6808570749983003
0.066,1359,0.28879930779655655,0.6601069179446524
0.066,1360,0.2763167401734841,-0.0410777264438576
0.066,1361,0.26010116630019425,0.7923235419561014
-0.01,1362,0.20604644205866793,0.014979898512305976
-0.01,1363,0.20958282387229815,-0.44708262929377746
-0.01,1364,0.19711022951443258,0.2753897390911698
-0.01,1365,0.1808427344164004,0.6928666786741383
-0.086,1366,0.12681900242101776,0.1155519121589845
-0.086,1367,0.13042542045861544,0.5466116280412614
-0.086,1368,0.11795440750703208,-0.8602021312130065
-0.086,1369,0.10154815623060655,0.4889151599154107
-0.157,1370,0.049978423796773544,0.22689204262935783
-0.157,1371,0.052563163064138024,-0.8824500331644624
-0.157,1372,0.04044799554688655,0.5102766927177903
-0.157,1373,0.024901803226465277,-0.7754521440893678
-0.228,1374,-0.025862788997311176,-0.5337367837841362
-0.228,1375,-0.022692494877217338,0.30417824600140697
-0.228,1376,-0.03434683342032993,-0.9245846221595704
-0.228,1377,-0.04939089163658045,-0.6894864834233833
-0.298,1378,-0.09896353925496365,0.10519957394466467
-0.298,1379,-0.09514596885137977,-0.33108856192244435
-0.298,1380,-0.1058399415329006,-0.7322573647502859
-0.298,1381,-0.11992874714585469,0.09313741335294762
-0.364,1382,-0.1665992519240721,-0.2434629028520885
-0.364,1383,-0.1629403517805283,-0.914187680412447
-0.364,1384,-0.17303494832291613,-0.4770703287414463
-0.364,1385,-0.18645823184734914,-0.3686860554093153
-0.283,1386,-0.1525828693728719,0.263409658613911
-0.283,1387,-0.1690693579674872,0.26776101916513034
-0.283,1388,-0.16015133974374435,0.4466561632734683
-0.283,1389,-0.14363099470968752,-0.36385196926188795
-0.338,1390,-0.16116779017522845,-0.8797907001164962
-0.338,1391,-0.14876572412251068,-0.36717104066847334
-0.338,1392,-0.15658009651751678,-1.1705263971849524
-0.338,1393,-0.16992247106028688,-0.11648183524942596
-0.386,1394,-0.20498946620634112,0.3345312309651278
-0.386,1395,-0.19966594793791848,-0.30716961996053127
-0.386,1396,-0.2014616933670646,-0.9109392458524771
-0.386,1397,-0.20498256612749718,0.18768410353861298
-0.435,1398,-0.23439885282894704,-0.948975136524955
-0.435,1399,-0.2294822375699448,-0.7874298101948848
-0.435,1400,-0.23792486840796362,-0.7354286396774234
-0.435,1401,-0.2512871264971067,-0.23889267455842705
-0.469,1402,-0.2823121298613639,-0.9023320117276641
-0.469,1403,-0.28689184453041194,0.01689448756952694
-0.469,1404,-0.29741111816106763,-0.3574297820468122
-0.469,1405,-0.3082884787114294,-0.0327357445818528
-0.498,1406,-0.331946905393739,-0.5707125612162478
-0.498,1407,-0.33175618493069775,-0.17306643362730367
-0.498,1408,-0.3358333733436942,-1.0919078699831146
-0.498,1409,-0.3397155346200154,-0.35463911448986496
-0.513,1410,-0.34904634592667017,-1.114601122165177
-0.513,1411,-0.3450504831092725,-0.396339380374527
-0.513,1412,-0.34305851451321995,-1.2132252433247581
-0.513,1413,-0.341685794145114,-0.4742950394077602
-0.523,1414,-0.345764252662398,-0.36940760863683364
-0.523,1415,-0.34311912701815706,0.15217974232560105
-0.523,1416,-0.34370970130951256,-0.9890559930235254
-0.523,1417,-0.34600819095582164,-0.7561104667638883
-0.523,1418,-0.34889398691441703,-1.0046629818433144
-0.523,1419,-0.3517927758907484,-0.01994036633755325
-0.523,1420,-0.3544979475308404,-1.2446502844752119
-0.523,1421,-0.3569224196972862,-0.14307500570706932
-0.503,1422,-0.348024807167721,0.12922358736247364
-0.503,1423,-0.35216333289164,-1.2994992317550222
-0.503,1424,-0.35011800704176405,-0.6796459226347911
-0.503,1425,-0.3456189390032514,-0.93083839671508
-0.489,1426,-0.3335073632963402,-1.3088808118063642
-0.489,1427,-0.33186521582433254,0.14564707204868843
-0.489,1428,-0.3272151212347646,-0.20605479344739241
-0.489,1429,-0.3217680508293407,0.14271415198452786
-0.46,1430,-0.3011371113752545,-0.06493327564076673
-0.46,1431,-0.30151918928307603,-1.115617938678414
-0.46,1432,-0.2953798598784668,-1.1227205664861237
-0.46,1433,-0.2881383609326138,-0.8202002218779663
-0.435,1434,-0.26956747657493874,-0.16525033456922072
-0.435,1435,-0.27132291941947584,-0.9620592348999999
-0.435,1436,-0.2689097553718265,-0.2081995068776024
-0.435,1437,-0.2658169196863299,-1.2122331633896277
-0.396,1438,-0.24271484475156985,-0.5351844051041317
-0.396,1439,-0.24779760826235409,-1.184882724644834
-0.396,1440,-0.24331073608805578,-0.19183253184274185
-0.396,1441,-0.23588844056676778,0.040516228225773165
-0.366,1442,-0.21338892974076765,-0.31803689854792094
-0.366,1443,-0.2139403447414392,0.15011652908625295
-0.366,1444,-0.20836832071403819,-0.6189340208209889
-0.366,1445,-0.2012056665057685,0.18037964070432588
-0.342,1446,-0.1821624539631855,-1.0484321284818203
-0.342,1447,-0.1815963087974726,-0.01440774066666678
-0.342,1448,-0.17636174458140993,-0.8932062751990173
-0.342,1449,-0.17038904594453513,-1.1584755354622362
-0.313,1450,-0.1503087050547877,-0.5939015134017469
-0.313,1451,-0.15245541907090995,-0.3722831428917838
-0.313,1452,-0.14882309237683264,-0.9825578734407912
-0.313,1453,-0.14415338327242794,0.3031806829953652
-0.298,1454,-0.13310837845003864,-0.6070198693417093
-0.298,1455,-0.13475417627730557,-0.2253544475116918
-0.298,1456,-0.13404730146513655,-0.927359292883766
-0.298,1457,-0.1326722473575762,-1.0970019347402864
-0.283,1458,-0.12337576747326062,0.25661252678811924
-0.283,1459,-0.12475602399065583,-0.9921960725478478
-0.283,1460,-0.1223200079778356,0.41063907948460604
-0.283,1461,-0.11867769713862192,0.14465014874253806
-0.279,1462,-0.11338010606576612,-0.9444730458803968
-0.279,1463,-0.11197149225961911,-0.1548146858365842
-0.279,1464,-0.11052267600202442,-0.5395938317027811
-0.279,1465,-0.10940329716302309,-0.4465343367267167
-0.279,1466,-0.10877925720241283,-0.3808541434555449
-0.279,1467,-0.10867146462897966,-0.18196842210991226
-0.279,1468,-0.10902624537544067,-0.14978158772862715
-0.279,1469,-0.10976268603660043,-0.2172669430156957
-0.279,1470,-0.1107910332610812,-0.14093224585452369
-0.279,1471,-0.11201319162466043,0.44266858991964164
-0.279,1472,-0.11331983502459969,0.39338734641883044
-0.279,1473,-0.11459356319707908,-1.084564834829418
-0.288,1474,-0.12063089563708379,-0.03496072738416439
-0.288,1475,-0.12028442453896106,-0.776894692183489
-0.288,1476,-0.12204467353327655,-0.3687145702949343
-0.288,1477,-0.12415123111553208,-0.13211277874110133
-0.308,1478,-0.13642601137293348,-0.2960419668370518
-0.308,1479,-0.13404230936002218,-0.09879307481682759
-0.308,1480,-0.13630157715117666,-0.9187969644297689
-0.308,1481,-0.13982054619819487,-0.8380983886520927
-0.328,1482,-0.15342917502622436,-0.37854689779079825
-0.328,1483,-0.1520255890755488,-1.0282030540556124
-0.328,1484,-0.15507514601818415,-0.1098790759950275
-0.328,1485,-0.15945355071618136,-0.4938599591497633
-0.347,1486,-0.17357263085406446,-0.12101016222249983
-0.347,1487,-0.17349292715428272,-0.509434241088513
-0.347,1488,-0.17752971142123644,0.4172151900389657
-0.347,1489,-0.18252254389803774,-0.6253864814392281
-0.371,1490,-0.19956546114641996,-0.04881614403385781
-0.371,1491,-0.19855108856382897,-0.8983169030832412
-0.371,1492,-0.20256607748439376,0.3969365423636736
-0.371,1493,-0.20756419128354198,-0.09260012003825036
-0.386,1494,-0.219244180058111,-0.14663969546927613
-0.386,1495,-0.2185334087567793,-0.6955780177053654
-0.386,1496,-0.22024781371110586,0.29956700555885596
-0.386,1497,-0.22243686724725242,-0.3865226251831215
-0.406,1498,-0.23490470937689517,-0.19778288715955306
-0.406,1499,-0.23286958044615458,0.11366359530548875
-0.406,1500,-0.23564673844184347,-0.062276488236989946
-0.406,1501,-0.2397953043170724,0.2354694964173374
-0.42,1502,-0.2507533095970569,0.0781348912123237
-0.42,1503,-0.2506474501383012,-0.7673458972106824
-0.42,1504,-0.25312289562604917,-0.5098536325450771
-0.42,1505,-0.2561474049127096,-0.0023087173533777317
-0.425,1506,-0.2612293921000578,-0.9911761036192328
-0.425,1507,-0.2618883077781451,-1.1278363229632535
-0.425,1508,-0.26308595770226534,-0.9224213669738865
-0.425,1509,-0.2642247895137455,0.3301815177129172
-0.42,1510,-0.2622277990006434,-0.7659393458815571
-0.42,1511,-0.2631455138409562,-0.1475031847494776
-0.42,1512,-0.2623056808889743,0.14273885258472335
-0.42,1513,-0.260817208505743,-1.0145817188115847
-0.391,1514,-0.2436086978320128,-1.1401770167258873
-0.391,1515,-0.2465715793348616,-0.5195832615736683
-0.391,1516,-0.24209802167969377,-0.6605360949155147
-0.391,1517,-0.23563345410007305,-0.4083482264799425
-0.352,1518,-0.20937160364873175,-0.2778214008144039
-0.352,1519,-0.21224818091499692,0.041861064025811245
-0.352,1520,-0.2066014904192909,-0.2782770673496432
-0.352,1521,-0.19882979021010996,0.26999207435504236
-0.303,1522,-0.16613933349079482,-0.6170222286824638
-0.303,1523,-0.16979828046763318,-0.9308860534438901
-0.303,1524,-0.16249079155237384,0.2799406023392433
-0.303,1525,-0.15238981313550679,-0.08525516882643819
-0.22,1526,-0.09932232346491157,-0.009139388008343824
-0.22,1527,-0.10670715685930623,-0.20688366509362713
-0.22,1528,-0.09477445173551138,-0.05954306459510242
-0.22,1529,-0.07792775949013815,-0.9894964145507661
-0.127,1530,-0.014459471253225317,-0.5651093892998558
-0.127,1531,-0.021178508306331924,0.5660689062865022
-0.127,1532,-0.008035744545300663,-0.27941034162937706
-0.127,1533,0.010015161064835285,-0.5067721933999819
-0.019,1534,0.08269318076468896,0.6438096167216725
-0.019,1535,0.07480035094449293,0.3181787957632809
-0.019,1536,0.09069830912093772,-0.5464596849664387
-0.019,1537,0.11252030124084568,-0.1163222434688319
0.084,1538,0.18530814940198254,0.24865143621212088
0.084,1539,0.17933336086409749,0.2082980300293829
0.084,1540,0.19445622516739935,0.5417306373110522
0.084,1541,0.21439110023943173,-0.04326489419454478
0.201,1542,0.2929874858139766,0.08929197460430943
0.201,1543,0.283806142108601,0.46143684480470176
0.201,1544,0.2999589186509794,-0.19431486073182774
0.201,1545,0.3221753068584197,0.17034677784000224
0.303,1546,0.39414102737535384,-0.25627697402030764
0.303,1547,0.38723236241759595,0.42358123943806253
0.303,1548,0.40068264548430765,-0.14172335136744452
0.303,1549,0.4188498439109415,-0.2981702167156713
0.397,1550,0.4835029729165842,0.7596125595418707
0.397,1551,0.47663271720787204,0.7702678257118373
0.397,1552,0.48944562679442766,0.6724955834869762
0.397,1553,0.506949195950963,-0.10763573441281138
0.474,1554,0.5618484382069096,1.0547604308212044
0.474,1555,0.5569111615791555,0.6972700248312599
0.474,1556,0.5669915070328557,1.001979366290136
0.474,1557,0.580253717895218,0.056512900603670035
0.528,1558,0.6189611604074083,1.020714404400667
0.528,1559,0.6148639097207641,1.113160383329605
0.528,1560,0.6207399226673189,-0.1971785544171365
0.528,1561,0.6286387360895923,0.19090223110402227
0.553,1562,0.6473999715507381,-0.10718267162566342
0.553,1563,0.6450688675664451,0.9233002703289186
0.553,1564,0.6464262074438103,0.7329336788824339
0.553,1565,0.6483405815706438,0.8490508266343668
0.573,1566,0.6599130920606965,0.9046217479145343
0.573,1567,0.6561609288563683,0.9298046610141956
0.573,1568,0.6565198279303623,1.1120562784077213
0.573,1569,0.6577808419072736,1.0587405665941008
0.562,1570,0.6519454516602979,-0.014654329846565228
0.562,1571,0.6519707650296308,0.09193513850896684
0.562,1572,0.6478183818984682,-0.07769988911543724
0.562,1573,0.6423464203915444,0.880814557179132
0.538,1574,0.6244014823664532,-0.15178215713234378
0.538,1575,0.6241079128458743,0.3123436552640311
0.538,1576,0.6183756312015039,0.833808125023772
0.538,1577,0.6112122683407121,1.0171427015700005
0.494,1578,0.5810572791398892,1.0271066806060976
0.494,1579,0.5826027071105923,1.0671659750663363
0.494,1580,0.5735541772124032,1.0536418469678082
0.494,1581,0.5616219328817929,0.19820526714754116
0.445,1582,0.5249679609171568,1.0082500039124973
0.445,1583,0.5252522061186828,0.28849680792360693
0.445,1584,0.5151143347161207,0.2209836313256715
0.445,1585,0.502493026323596,-0.2884664134935833
0.387,1586,0.4606362108489177,-0.3405685540847553
0.387,1587,0.46215217122989194,1.0282861378575103
0.387,1588,0.451024754299963,-0.10547289512055646
0.387,1589,0.4368731510735039,-0.2842772871846213
0.328,1590,0.3934930162045353,0.3555850305664909
0.328,1591,0.395040806677595,-0.28781784234683355
0.328,1592,0.3843237273641576,-0.32760866941411876
0.328,1593,0.37073024526876025,-0.05210064229916167
0.255,1594,0.3201875962933414,-0.30394770008364536
0.255,1595,0.32391411599066466,0.04209163115946113
0.255,1596,0.3113981640297769,-0.19449627407943076
0.255,1597,0.2948016611100672,-0.08257863959772382
0.186,1598,0.24406643313969156,-0.251140678328884
0.186,1599,0.24610137130788912,0.7591000086447357
0.186,1600,0.23393843297476333,-0.3989992879986654
0.186,1601,0.21840204326510543,-0.5118796296328358
0.122,1602,0.17121220716065413,0.37338063520976994
0.122,1603,0.17281389266474362,-0.5814630790460787
0.122,1604,0.16114650433332134,-0.06347023048287026
0.122,1605,0.14641564783344682,0.7253049987334137
0.044,1606,0.09238082019938812,-0.473990733125573
0.044,1607,0.09662698362918523,-0.1959300937077751
0.044,1608,0.08386831477757033,0.4022153183374076
0.044,1609,0.06709372641548646,-0.4043304879829431
-0.025,1610,0.016709913400018178,-0.5795431153302592
-0.025,1611,0.019686739305740386,-0.35069780745206935
-0.025,1612,0.008854947678902436,0.41719424606725086
-0.025,1613,-0.0052422429664333026,-0.43083890839869476
-0.098,1614,-0.05602543202950882,-0.926154790805213
-0.098,1615,-0.05212256448783112,-0.3070352895496171
-0.098,1616,-0.06417376885382274,-0.4085690423353596
-0.098,1617,-0.08019658720190159,-0.9295529192784485
-0.166,1618,-0.12979629365218576,0.18695694789076447
-0.166,1619,-0.12727076154047517,-0.8050349481571037
-0.166,1620,-0.13854744480917475,0.06795333153906238
-0.166,1621,-0.15290151139276978,0.39133714396345254
-0.239,1622,-0.20359930828751033,-0.9717992597407846
-0.239,1623,-0.1991957288290982,0.4137076458478557
-0.239,1624,-0.21035086113271,-0.3971199248980545
-0.239,1625,-0.2251765510851364,0.014638698930569127
-0.298,1626,-0.2685038281713451,-0.982524202245707
-0.298,1627,-0.26582949590395566,0.29844745822331714
-0.298,1628,-0.27466151049499776,-0.8199591678781837
-0.298,1629,-0.28611957726627424,-0.4461845520440348
-0.357,1630,-0.3270125602988391,-0.824604115929408
-0.357,1631,-0.32344239049208817,-0.05868056398857979
-0.357,1632,-0.33254513692122095,-0.13978258306424574
-0.357,1633,-0.3447086552192491,-0.9135512090219962
-0.406,1634,-0.38067075307488135,-0.9606027698384451
-0.406,1635,-0.3785224823869266,-0.5214196898913708
-0.406,1636,-0.385909197470781,0.34272289242309717
-0.406,1637,-0.3953356736280334,-0.5470303696123429
-0.45,1638,-0.4262657981604683,-0.3632445175087163
-0.45,1639,-0.4234573089815229,-0.6197928295874138
-0.45,1640,-0.4296548001989452,-0.8244152215553271
-0.45,1641,-0.43791727542675646,-0.417496520617992
-0.432,1642,-0.4341438685740513,-0.7360904595777638
-0.432,1643,-0.4392540009215682,0.2173133429619299
-0.432,1644,-0.4369857353610325,-1.2035783667697166
-0.432,1645,-0.43229664596648265,-1.2535001102960401
-0.456,1646,-0.44164286211622944,-0.8948969065455225
-0.456,1647,-0.43664532600144423,-0.7003456883174521
