PPG,Serial_No,noise_ppg,noisew_ppg,filtered_PPG
-0.648,1305,-0.5819114412036277,-0.6365157977578665,-0.5684862934151917
-0.656,1306,-0.6858270362911302,-0.6926389171702766,-0.5749119420830283
-0.656,1307,-0.6468981127259331,-0.6796647576282218,-0.5749066477013294
-0.656,1308,-0.6388189541358177,-0.6887706422642382,-0.5774935898396772
-0.656,1309,-0.6825257246500064,-0.6215234994771941,-0.5800520617630684
-0.656,1310,-0.6803568000526533,-0.6630891220124362,-0.5813271595923488
-0.656,1311,-0.6793741521211127,-0.628497970250469,-0.5819595897957145
-0.656,1312,-0.6968486748372431,-0.6850195959232801,-0.5830797023714379
-0.656,1313,-0.6266898840686628,-0.653513443913321,-0.584990807080155
-0.66,1314,-0.6219349205997798,-0.6614772980710606,-0.5899597836517336
-0.66,1315,-0.6641780337119612,-0.6357182575185105,-0.5911292198116822
-0.66,1316,-0.6106770398405064,-0.668280364841239,-0.5928593418090382
-0.66,1317,-0.6582506698394673,-0.6659703950734831,-0.5941246924917206
-0.663,1318,-0.6714214384206579,-0.6806919157219974,-0.5968128328602484
-0.663,1319,-0.6480217371905943,-0.6334198062780619,-0.5968567913369778
-0.663,1320,-0.7286710834474874,-0.6396800986912634,-0.5983188646480038
-0.663,1321,-0.6369421755312962,-0.6488692636405302,-0.6003858422471304
-0.663,1322,-0.6384071102770567,-0.679573404260258,-0.6022839056647372
-0.663,1323,-0.6576234093374277,-0.6986325451191503,-0.6038793367893798
-0.663,1324,-0.6598302256614114,-0.6883889460442149,-0.6054378164920127
-0.663,1325,-0.7035685720963325,-0.6486846882639373,-0.6071163289856037
-0.667,1326,-0.6132680224815515,-0.6973419545574919,-0.6116342191731652
-0.667,1327,-0.611425894397565,-0.6785955049826358,-0.6125988130630251
-0.667,1328,-0.6201653717471994,-0.6830866186060254,-0.6144785993990843
-0.667,1329,-0.7064270485635347,-0.6683705066314607,-0.6160736310291921
-0.667,1330,-0.6935722310837314,-0.662903506149018,-0.6169360325692343
-0.667,1331,-0.6118741786922129,-0.6812748345382705,-0.6175540412486225
-0.667,1332,-0.6745486858732603,-0.6865671109169464,-0.6186112338486528
-0.667,1333,-0.6416222500190555,-0.6869473715002509,-0.6203208638935679
-0.675,1334,-0.6633442989894908,-0.6888740911458895,-0.628114746055694
-0.675,1335,-0.6625121261236452,-0.6568303909966874,-0.6292967199018601
-0.675,1336,-0.6849544019025959,-0.649246628024019,-0.6327780479201583
-0.675,1337,-0.665404671596574,-0.645833644374011,-0.6358948814667844
-0.675,1338,-0.6681697875444267,-0.6376543605192511,-0.637343390919654
-0.675,1339,-0.6803132831698724,-0.7112766061974949,-0.6377558961192719
-0.675,1340,-0.680228816171002,-0.664264516555722,-0.6383693352407311
-0.675,1341,-0.7175722106305435,-0.6485402310067769,-0.6397084241325646
-0.679,1342,-0.6905770408061568,-0.6527310769108771,-0.6442908411417014
-0.679,1343,-0.6521525810187809,-0.685091930134281,-0.6454345323437012
-0.679,1344,-0.7017953042306373,-0.675034301114435,-0.6475416051604185
-0.679,1345,-0.7466566803287186,-0.6524096774845456,-0.6495008874340614
-0.683,1346,-0.6445883161492082,-0.6904601452217014,-0.6537481899685303
-0.683,1347,-0.6792574869731551,-0.6850850604701919,-0.6544867899851914
-0.683,1348,-0.6819384965970927,-0.691755285342981,-0.6567455388237573
-0.683,1349,-0.6197850281502976,-0.7200172041527125,-0.6592613999223969
-0.691,1350,-0.6715351623188137,-0.7052414789940527,-0.6667849301305877
-0.691,1351,-0.6467144724343097,-0.6815553937199745,-0.6670422338444608
-0.691,1352,-0.6991198013501346,-0.7181765951223184,-0.6697171712326102
-0.691,1353,-0.7016055413856123,-0.6912302974145177,-0.6725174409300525
-0.695,1354,-0.702603475769509,-0.7208476152767781,-0.6768626364396961
-0.695,1355,-0.7263445821090069,-0.7180396086065013,-0.6769521414176395
-0.695,1356,-0.61533904165861,-0.7297739413798415,-0.6784582784285865
-0.695,1357,-0.6191655875888656,-0.6764250512321804,-0.6806216473716352
-0.699,1358,-0.7386699766896447,-0.7321080075761146,-0.6853302033953044
-0.699,1359,-0.7641157599382726,-0.679448902043463,-0.6861527559126004
-0.699,1360,-0.7211896637712466,-0.6999732519041275,-0.6879842220981957
-0.699,1361,-0.680033132135112,-0.6936203511332585,-0.6898651644611956
-0.703,1362,-0.6922215749053835,-0.7357901858594891,-0.6940170508974762
-0.703,1363,-0.7169043240760408,-0.7113637634507568,-0.6944026972143591
-0.703,1364,-0.6620018911360047,-0.7183691750208557,-0.6960438237948985
-0.703,1365,-0.6390204153996479,-0.6822213014164099,-0.6978755767283535
-0.703,1366,-0.6651207791335781,-0.6671423374871565,-0.6991304505810486
-0.703,1367,-0.716174527609737,-0.7008002629909166,-0.6998918220764763
-0.703,1368,-0.7305526945478539,-0.7358316938289537,-0.7006696387546747
-0.703,1369,-0.6763850553458858,-0.7037887126619036,-0.701761070915466
-0.703,1370,-0.6818332003062967,-0.6928305754740562,-0.7030472943625694
-0.703,1371,-0.6985593235077799,-0.7086523986478888,-0.7042388214891392
-0.703,1372,-0.6758152241823112,-0.7295117996669728,-0.7051831857185337
-0.703,1373,-0.7268948158540733,-0.7320320815037005,-0.7059441870313105
-0.703,1374,-0.7275343705120717,-0.7256009668750043,-0.7066730980692784
-0.703,1375,-0.6902292935922134,-0.7372743634754528,-0.7074626886867009
-0.703,1376,-0.6821695832903475,-0.6716383203861997,-0.7083122719123245
-0.703,1377,-0.7331992608681749,-0.7230779533232233,-0.7091838470655377
-0.703,1378,-0.7194361123693142,-0.7193712326365205,-0.7100591793274372
-0.703,1379,-0.725855887973289,-0.7177474271540137,-0.7109453621254456
-0.703,1380,-0.6967606299065326,-0.6871309493484915,-0.7118455012097104
-0.703,1381,-0.7966211286055792,-0.6733088899471429,-0.7127378823954027
-0.703,1382,-0.6846054756551126,-0.6816251776095235,-0.713584013214251
-0.703,1383,-0.7142501926539546,-0.719748489675686,-0.7143526477142119
-0.703,1384,-0.6248580644063092,-0.7336937422404759,-0.7150365570003294
-0.703,1385,-0.6762537596095617,-0.73937101424972,-0.7156518284779595
-0.691,1386,-0.7192265956760016,-0.6623000089098217,-0.7076343537704386
-0.691,1387,-0.7420006124316226,-0.7134749378674566,-0.7094270142963022
-0.691,1388,-0.7084466161968852,-0.7073623950179247,-0.707360513773466
-0.691,1389,-0.6637727074992739,-0.6669108600706503,-0.7054695507474842
-0.687,1390,-0.6783512470547944,-0.6973756935025541,-0.7029922860160278
-0.687,1391,-0.6755459162540043,-0.6726560716730563,-0.705191717491925
-0.687,1392,-0.6534779737632009,-0.6749646160498868,-0.7056580582831675
-0.687,1393,-0.6584405409956303,-0.7108473502968267,-0.7049912784989127
-0.683,1394,-0.6917956244067412,-0.7034944700114377,-0.7016733225787434
-0.683,1395,-0.7113650612475674,-0.6785013292758115,-0.7025185740443315
-0.683,1396,-0.7200087685687111,-0.6537163736778937,-0.7026777368465479
-0.683,1397,-0.6903220693047049,-0.6817392198949345,-0.7028778138591547
-0.679,1398,-0.6799215042814581,-0.6667665306632802,-0.7006523049675994
-0.679,1399,-0.706836306983133,-0.6470657822583471,-0.7019519048963785
-0.679,1400,-0.6921688985599603,-0.6993743186519003,-0.701804365583408
-0.679,1401,-0.688714702255129,-0.6797981666527931,-0.7013489788368646
-0.675,1402,-0.6872672470322718,-0.7022364374184276,-0.6985239988218602
-0.675,1403,-0.6601540979573237,-0.6458065083999573,-0.6993951101318593
-0.675,1404,-0.7074931287083014,-0.6506003745329789,-0.6989166509946327
-0.675,1405,-0.7037914108830758,-0.6977989612171714,-0.6981858867153665
-0.671,1406,-0.6797016370803239,-0.6847449802695711,-0.6952078052510972
-0.671,1407,-0.7495057365898292,-0.634969090621181,-0.6961341581078496
-0.671,1408,-0.7118018679706554,-0.6412219856775623,-0.6959113589596218
-0.671,1409,-0.6765932024817941,-0.6657099446351876,-0.6955163350301151
-0.671,1410,-0.6576535087215581,-0.687574854457736,-0.6956587235412691
-0.671,1411,-0.6734060205802787,-0.6687058460491994,-0.6962397229391201
-0.671,1412,-0.6315293082792691,-0.6935160176683324,-0.6967410170201216
-0.671,1413,-0.6786187603549269,-0.6636482563893074,-0.6968396327554826
-0.663,1414,-0.6209183283615455,-0.6879459797372103,-0.6908944954322321
-0.663,1415,-0.6938995093168315,-0.6903063205040955,-0.6914610229027541
-0.663,1416,-0.7300083758675517,-0.665813471998186,-0.6895881490689681
-0.663,1417,-0.5959340838317371,-0.6399933418288292,-0.6879405609365882
-0.663,1418,-0.5811840254817662,-0.6768056293697285,-0.687814445574186
-0.663,1419,-0.7134274612511045,-0.6435912103644923,-0.6885694938905915
-0.663,1420,-0.6334419630976541,-0.6378303812344719,-0.6889949661194088
-0.663,1421,-0.6096847522943633,-0.6859668690417399,-0.6886378173912884
-0.66,1422,-0.7199005983333113,-0.6870275173144955,-0.6857867438448764
-0.66,1423,-0.6515920700759386,-0.6934084149808826,-0.6856568139804939
-0.66,1424,-0.6635616513620619,-0.6732246832638806,-0.6850055111614293
-0.66,1425,-0.6618492453546346,-0.6643769668674184,-0.6845788703809075
-0.652,1426,-0.6133876960230304,-0.6454459521972727,-0.6788413829988852
-0.652,1427,-0.7334082175441479,-0.6831988698371755,-0.67973021967838
-0.652,1428,-0.6283060927710915,-0.624134856198349,-0.6777432050621257
-0.652,1429,-0.6415920907668909,-0.6515485523607221,-0.6755026952651224
-0.648,1430,-0.6332023777357627,-0.6428697528868136,-0.6717547585317882
-0.648,1431,-0.5532192867572568,-0.6098804159463939,-0.6722851273275033
-0.648,1432,-0.6645103001160071,-0.6742277913836228,-0.6713843265583365
-0.648,1433,-0.6519718781700479,-0.6622973557648242,-0.6698568592212026
-0.636,1434,-0.6190431335304938,-0.601590298673058,-0.6601782025966436
-0.636,1435,-0.7123124896819308,-0.6240623380134909,-0.6610958891540897
-0.636,1436,-0.6375211241026212,-0.6314372383311919,-0.6585275738949311
-0.636,1437,-0.6569072121056028,-0.6434653563068046,-0.6559887985667386
-0.622,1438,-0.6497326339560497,-0.6040253368939963,-0.6453791439648146
-0.622,1439,-0.5594884602672718,-0.5851425813979119,-0.6474402410469812
-0.622,1440,-0.6029285511818667,-0.6276532594274566,-0.6445207326424999
-0.622,1441,-0.6249685329692384,-0.6177208880030146,-0.6405998948351816
-0.61,1442,-0.6290619484925174,-0.6366654519341641,-0.6301124572710153
-0.61,1443,-0.5478206595267683,-0.6000867502709727,-0.6313942750983631
-0.61,1444,-0.5792603950895067,-0.6431778594734043,-0.6290094923302229
-0.61,1445,-0.5571355769033456,-0.6430979746822016,-0.6258806383964968
-0.587,1446,-0.5985999276526177,-0.5712870634748616,-0.6079695918218003
-0.587,1447,-0.5064137985741068,-0.5791178989357681,-0.6106220630612591
-0.587,1448,-0.5718784558526102,-0.5556313590277925,-0.6061855207679879
-0.587,1449,-0.5683711813368685,-0.5734476869233384,-0.6012998096243336
-0.559,1450,-0.5699116625322104,-0.5420695280997458,-0.5799826953470347
-0.559,1451,-0.5836171784564447,-0.5922875046122654,-0.5841728728138195
-0.559,1452,-0.5707367149720458,-0.5831596298393766,-0.5788141501762052
-0.559,1453,-0.5039830906963152,-0.5706893350783944,-0.5717907228835731
-0.525,1454,-0.5040732996331119,-0.5407827552087087,-0.5446000599184037
-0.525,1455,-0.5239800264697476,-0.5259416879319511,-0.5491150363259744
-0.525,1456,-0.4940179058190224,-0.508895354463262,-0.5430274245057654
-0.525,1457,-0.5272230388678024,-0.5597873871400737,-0.5355505529941657
-0.486,1458,-0.48220793940725143,-0.4594063658302435,-0.5053608752018114
-0.486,1459,-0.5025297045091525,-0.5135351512411976,-0.5116538022112448
-0.486,1460,-0.49439371112429875,-0.4934439413298197,-0.5055801557652524
-0.486,1461,-0.540631785439788,-0.47069065578409613,-0.49752126363407706
-0.432,1462,-0.47398976906311185,-0.4557672552667256,-0.45635685253949326
-0.432,1463,-0.43245575222434407,-0.3942327045367654,-0.4642893475883971
-0.432,1464,-0.45151357151846805,-0.3997823692515934,-0.45485963563211945
-0.432,1465,-0.43826108721489954,-0.3938283578851815,-0.4432538531376844
-0.374,1466,-0.34871391540039154,-0.3444959897039762,-0.3983945108942413
-0.374,1467,-0.3984154022421694,-0.4076620710482261,-0.40799680704707025
-0.374,1468,-0.3796335621840038,-0.3357951387556308,-0.39897632465427824
-0.374,1469,-0.33346252808664467,-0.3634435277825475,-0.3868374646628012
-0.312,1470,-0.29413832163322395,-0.3262254889490462,-0.33886961671944144
-0.312,1471,-0.34489656851060896,-0.30368199071712526,-0.34959674350344444
-0.312,1472,-0.3166759193630014,-0.2884802538305168,-0.34103413863838283
-0.312,1473,-0.35135655503701047,-0.31549949091198354,-0.3292713483852005
-0.247,1474,-0.26856907382317463,-0.26279965030139224,-0.27970393804358884
-0.247,1475,-0.20860844210099977,-0.24116343958620517,-0.29123747643950804
-0.247,1476,-0.2641966009860898,-0.2780962283668313,-0.28215846005410333
-0.247,1477,-0.24594298600956502,-0.23079476715944428,-0.2695404013949869
-0.173,1478,-0.1943568916579119,-0.20974904436742783,-0.21313393537935266
-0.173,1479,-0.0953990062994453,-0.17718090430702305,-0.22576426638621944
-0.173,1480,-0.1718315922102342,-0.1495632906016295,-0.21515294041158767
-0.173,1481,-0.19894555278404188,-0.20295109901698688,-0.20117316595993767
-0.1,1482,-0.15591331052620133,-0.0801261831132713,-0.1458953869602719
-0.1,1483,-0.06015134152877426,-0.1329215296503178,-0.1600635995732438
-0.1,1484,-0.14350359975577498,-0.07342632237818403,-0.15113774076406594
-0.1,1485,-0.05698186516057657,-0.09784493885933904,-0.13792820980696407
-0.038,1486,0.045542936552478645,-0.0016995696755208248,-0.09049772211123232
-0.038,1487,-0.032572660691881944,-0.040063612699649157,-0.1034252559711222
-0.038,1488,-0.09837021187657494,-0.05562847791988943,-0.09717506855947454
-0.038,1489,-0.03995453081514083,-0.04857238579117777,-0.08678537382600968
0.019,1490,0.01690763276009005,0.05300932163132496,-0.043660077637310064
0.019,1491,0.0407748164632466,0.008743596509682865,-0.055345494621643856
0.019,1492,-0.02207252513444181,0.03018283043142817,-0.04978067643901253
0.019,1493,0.020198280417289338,-0.009435981472976671,-0.04115511926081407
0.07,1494,0.09091085924325883,0.07023353462669568,-0.0037437339632536773
0.07,1495,0.09160692899025752,0.10676972266002162,-0.015277586452996067
0.07,1496,0.07220304734214986,0.049001047619355684,-0.010894021837557201
0.07,1497,0.03590405614693986,0.05624421967091383,-0.0033649162400146704
0.119,1498,0.1484220754967256,0.09046593586308069,0.0324239092528534
0.119,1499,0.10799241423370734,0.1256323742215977,0.02152402599834053
0.119,1500,0.12035005759045227,0.13367464899875187,0.025781238612073112
0.119,1501,0.10663254857232216,0.11196651496504212,0.03270813917282391
0.154,1502,0.14471405373175497,0.16597148544329654,0.057898432284652954
0.154,1503,0.13211138047964582,0.14066539618291193,0.04809524949677808
0.154,1504,0.184319238669036,0.14185758923887473,0.04905135858478144
0.154,1505,0.17321100179784285,0.13967110671739733,0.05280178995996869
0.185,1506,0.19210010814597572,0.2177567141471412,0.07451668680257563
0.185,1507,0.21730129410202417,0.19221483401253228,0.06619185735601006
0.185,1508,0.22798981478091535,0.218604411745621,0.06699093359280169
0.185,1509,0.14261600031440844,0.18976958597423996,0.06944327087436968
0.201,1510,0.18771635222488026,0.16281623398868342,0.07935757832850995
0.201,1511,0.1843132178914571,0.18752879023014216,0.07249633953347118
0.201,1512,0.15150244033541255,0.17017437132149682,0.07062940347634185
0.201,1513,0.22428020372272062,0.22309116857787525,0.07062977206892417
0.216,1514,0.20522144284437413,0.2104485225307448,0.07983231941725426
0.216,1515,0.21965656743964748,0.20595790064604966,0.0745225480783757
0.216,1516,0.27092006664237434,0.197827171389896,0.07327388164644552
0.216,1517,0.26572848161708684,0.24814327671388833,0.07249007868901648
0.216,1518,0.17528782100983503,0.19286171793955656,0.06970298969269763
0.216,1519,0.26404486056868326,0.21313230394317614,0.06528678886433853
0.216,1520,0.24943368469771116,0.2466246053267081,0.0609889993241189
0.216,1521,0.21339126884174042,0.21209980772836526,0.0578289855550065
0.216,1522,0.18103009048209068,0.2523331632662463,0.055460558038664974
0.216,1523,0.18272975640307748,0.24118689626093132,0.05298555639087214
0.216,1524,0.16978021023247386,0.2150543477504253,0.0499401981314583
0.216,1525,0.18472104670682116,0.19908047758493516,0.04652757895235559
0.212,1526,0.2644486964792684,0.22994536840191582,0.04032730969214585
0.212,1527,0.3216446636335223,0.23541705235651678,0.037705438145646614
0.212,1528,0.21343442468212673,0.23168865040953732,0.034026965752517735
0.212,1529,0.20273503633236725,0.19299908900529583,0.03046850938918457
0.197,1530,0.1869884084545232,0.19154351484538754,0.016927871699090685
0.197,1531,0.23059677366083686,0.18692314209079725,0.01618855263185618
0.197,1532,0.21030317793307846,0.1825558856210228,0.010590837442662787
0.197,1533,0.21537056548185754,0.2108173797778828,0.0049141393293003766
0.17,1534,0.17306947926037106,0.14195926667122996,-0.017395195912811592
0.17,1535,0.19467591298468817,0.1367094894766267,-0.01572457285826405
0.17,1536,0.19708338678296294,0.14282701201046688,-0.023068077565839566
0.17,1537,0.2079713415470916,0.1443302183973699,-0.03136774409327378
0.15,1538,0.11972864569904389,0.14740457349806224,-0.04951735279447226
0.15,1539,0.17708149887747743,0.1473950242505616,-0.04759616493424566
0.15,1540,0.16623863929432764,0.12803210955901398,-0.052081191354089125
0.15,1541,0.1579866822998449,0.12646801764736362,-0.05830029431844054
0.119,1542,0.13187589853634152,0.15517018256267182,-0.08410270596137283
0.119,1543,0.11870744538362553,0.1091795369721107,-0.08147963424785046
0.119,1544,0.10572416566632029,0.14631825072355267,-0.08803631791033197
0.119,1545,0.09600430989843903,0.15346252619473869,-0.09524549927311962
0.089,1546,0.12099087437403422,0.07708567351999804,-0.11918019057169098
0.089,1547,0.120019087162426,0.06876681673465787,-0.11497623218935342
0.089,1548,0.02136108022837996,0.08369950832978651,-0.12086368794601486
0.089,1549,0.1373656001343329,0.11464897211089227,-0.12883092690338646
0.051,1550,0.037568438418738276,0.055910523730325554,-0.15973808569706532
0.051,1551,0.10932047722595233,0.08248696044471623,-0.15527352471244235
0.051,1552,0.09556422667442728,0.022279167171421817,-0.16239198689522
0.051,1553,0.059009161077198106,0.030899335486887343,-0.17078295177575992
0.011,1554,-0.056879779265154334,0.02866112997657327,-0.20191998113996673
0.011,1555,0.02349387273498798,-0.008210763581273723,-0.1953220323145117
0.011,1556,-0.004162394236249926,0.02009098443139899,-0.201488371075304
0.011,1557,-0.06365356999939537,-0.01613481726948233,-0.20990067554609657
-0.027,1558,-0.024138905373982868,-0.021034528005331152,-0.23986103754149787
-0.027,1559,0.09147862481849814,-0.016698505319710965,-0.23351749806747704
-0.027,1560,0.02380715186079241,-0.051226163037676,-0.2391316711792198
-0.027,1561,0.039814751072020135,0.00996877411172915,-0.2470417288450079
-0.066,1562,-0.0765390453398179,-0.03154309396839258,-0.2776144747632139
-0.066,1563,-0.047171937269687006,-0.03709883020095392,-0.2711266732958656
-0.066,1564,-0.05252266942374935,-0.08476844421150993,-0.27650925677359456
-0.066,1565,-0.005943307507351489,-0.10153326556765031,-0.28366911984917703
-0.104,1566,-0.08469483443209035,-0.10163509692344877,-0.3123864832619906
-0.104,1567,-0.08338236427166021,-0.10923397222816213,-0.30493338083685184
-0.104,1568,-0.12699368572616712,-0.13866900215636932,-0.3094484097263101
-0.104,1569,-0.07914964186050247,-0.06792045239799126,-0.31620118255259405
-0.139,1570,-0.12049056983685982,-0.16124113536869272,-0.3428086701351891
-0.139,1571,-0.1885694491573231,-0.1721628871435377,-0.33587019725308787
-0.139,1572,-0.08582517946950147,-0.1019876818926184,-0.3398330646277917
-0.139,1573,-0.1668957662189376,-0.1458749385095181,-0.345859593919701
-0.17,1574,-0.16053515590968082,-0.17109400546449152,-0.36923948451912425
-0.17,1575,-0.20400460984591917,-0.18882484388934717,-0.3625358821196647
-0.17,1576,-0.17468800024406075,-0.16574804735541296,-0.36520614349054586
-0.17,1577,-0.2280908921416562,-0.17908495014511785,-0.3696155607457461
-0.204,1578,-0.252368650484632,-0.1868754661595971,-0.39414901050477213
-0.204,1579,-0.16634465916744856,-0.21205355796470413,-0.3868276267590381
-0.204,1580,-0.21472537890984236,-0.23725152355408174,-0.3900889063537748
-0.204,1581,-0.12213495657529501,-0.19086330688492828,-0.39498159135187394
-0.228,1582,-0.1927775902909341,-0.1899901202864588,-0.4122483463840882
-0.228,1583,-0.2030220128899646,-0.2622552616745777,-0.40564890045383384
-0.228,1584,-0.21743684566046592,-0.24169636961596086,-0.4066972839875704
-0.228,1585,-0.23343787243291453,-0.2039809355682601,-0.40980420556859865
-0.251,1586,-0.21451717973449505,-0.25008487705570354,-0.42636891572816954
-0.251,1587,-0.20743170910990363,-0.28631074456483036,-0.42063021954999824
-0.251,1588,-0.21827304576806938,-0.2627288336230465,-0.4214227035113061
-0.251,1589,-0.30504855701007205,-0.23367889565972597,-0.4231340623378326
-0.274,1590,-0.28938396299786884,-0.2761368790887302,-0.43816209239212417
-0.274,1591,-0.27687883208343034,-0.2732043809683697,-0.43163155543497295
-0.274,1592,-0.3156224604070842,-0.26169538229993544,-0.43251501506755347
-0.274,1593,-0.2944230282939828,-0.2605642621620104,-0.43478792470430366
-0.285,1594,-0.32444958912542654,-0.2774699420161293,-0.44181925157245067
-0.285,1595,-0.31997132326512956,-0.25883349894153446,-0.43696911164658525
-0.285,1596,-0.28711839154852226,-0.2629341953824236,-0.43551790481028935
-0.285,1597,-0.31615642765608626,-0.2490304396465424,-0.43545008035350313
-0.301,1598,-0.32109822129744275,-0.3174757120162783,-0.44573083533679164
-0.301,1599,-0.2902242185373841,-0.2844008188397312,-0.44111698842964336
-0.301,1600,-0.31002389220658366,-0.2728378300009571,-0.4408228204350629
-0.301,1601,-0.3145894591576744,-0.3372725571457097,-0.4406194670965195
-0.317,1602,-0.3066251186188923,-0.35237633084930176,-0.44947806223994613
-0.317,1603,-0.3034441824359071,-0.30338999189267457,-0.4436426784752081
-0.317,1604,-0.3392541069126908,-0.27885386903708154,-0.4434518968923639
-0.317,1605,-0.3051105955309597,-0.2887459826929488,-0.44453143177009574
-0.328,1606,-0.39139340401415484,-0.3528212567073328,-0.4513330085123777
-0.328,1607,-0.37626013482573706,-0.3482503695407619,-0.4469808033121005
-0.328,1608,-0.3466149149819974,-0.3584050852940116,-0.44591681095554636
-0.328,1609,-0.347412685142516,-0.35165703465722664,-0.4456632630822866
-0.336,1610,-0.2550643517196699,-0.33048476119033593,-0.44965022425594453
-0.336,1611,-0.36189706737286265,-0.3488582499096044,-0.4453643140531233
-0.336,1612,-0.323297148016007,-0.34523192466556213,-0.443140276314143
-0.336,1613,-0.32152733772827624,-0.3284807260507617,-0.4413623068287172
-0.347,1614,-0.3263259514305059,-0.3344164503994681,-0.4466316044573412
-0.347,1615,-0.38217801604587115,-0.3696924758450628,-0.4421828477928681
-0.347,1616,-0.32347504006646544,-0.3446558627272477,-0.44144847984908053
-0.347,1617,-0.3660209730049103,-0.3535095613209582,-0.44129827581029635
-0.359,1618,-0.3511417478620632,-0.37288186724621886,-0.4482150530034486
-0.359,1619,-0.3503348996356161,-0.37251265539826456,-0.444027674592089
-0.359,1620,-0.3488609898722386,-0.3277557296705298,-0.4437324435296704
-0.359,1621,-0.4575136235774307,-0.35075793212534023,-0.44396966557367107
-0.366,1622,-0.37809368467093657,-0.3758103526085609,-0.44724542252678157
-0.366,1623,-0.283836682042489,-0.3318759582728191,-0.442954286583899
-0.366,1624,-0.3547496602754759,-0.36379789305476307,-0.44066262748782975
-0.366,1625,-0.3339871382392501,-0.3650838586667327,-0.4391004002134916
-0.378,1626,-0.4319096254968825,-0.346877063270534,-0.4455066758303135
-0.378,1627,-0.3936001575548864,-0.3583185667854014,-0.4412919705883657
-0.378,1628,-0.3902002649369125,-0.39109265138571936,-0.4408614688947396
-0.378,1629,-0.38651259296158175,-0.3857635148956469,-0.44081773722087314
-0.394,1630,-0.3539582922039705,-0.4203384703122598,-0.45051396866151744
-0.394,1631,-0.39619610868904137,-0.42450148183329744,-0.445839931843487
-0.394,1632,-0.37322991321052207,-0.3884575747535977,-0.44652209852855707
-0.394,1633,-0.40726538173186827,-0.40409275736877676,-0.44787166216217794
-0.405,1634,-0.4156809009499689,-0.39784491193432175,-0.45445992366604787
-0.405,1635,-0.41844093267518295,-0.42764863073812825,-0.44973162436277175
-0.405,1636,-0.4861078592804144,-0.4291456969934904,-0.4483829388885004
-0.405,1637,-0.4497829889807899,-0.3690054215795204,-0.44804200004347106
-0.416,1638,-0.4133490470346535,-0.3954744107290358,-0.45431390976552666
-0.416,1639,-0.4433483162500069,-0.42761951106320956,-0.45010204973540097
-0.416,1640,-0.4358230846288289,-0.378063245127083,-0.4491726213493058
-0.416,1641,-0.4167191052540789,-0.3865407205920671,-0.4488534188917327
-0.428,1642,-0.3517973338528694,-0.46174660979557997,-0.45580895302541263
-0.428,1643,-0.4354373310370768,-0.3922459419984572,-0.4517926832838272
-0.428,1644,-0.46713827995993373,-0.40310968765184574,-0.451704613002654
-0.428,1645,-0.464191597374679,-0.4638574911438542,-0.45220980637873753
-0.444,1646,-0.4499694788773177,-0.4073164839410147,-0.46235208009653084
-0.444,1647,-0.3924618041900655,-0.4733101201374099,-0.4577504046908318
-0.444,1648,-0.46132987518824603,-0.4446268547435393,-0.45816164823651934
-0.444,1649,-0.44468042905794114,-0.46326476334198247,-0.4591588297865307
-0.459,1650,-0.37975879993005285,-0.46784418481831747,-0.4684384876273519
-0.459,1651,-0.5316537946667577,-0.4659172738431814,-0.46341579554581525
-0.459,1652,-0.519527583334197,-0.43539928064476874,-0.4633157060558248
-0.459,1653,-0.4541035269934276,-0.43919899184531974,-0.4643349804690638
-0.47,1654,-0.4711397395389552,-0.43308636475636353,-0.4712926467979787
-0.47,1655,-0.5344425276788645,-0.43786134778440794,-0.4673034091088863
-0.47,1656,-0.47462543966759635,-0.4626502485910857,-0.4666604368480267
-0.47,1657,-0.5085309546593642,-0.47130487946112737,-0.4668529098802693
-0.486,1658,-0.5170255532665151,-0.5234101299871411,-0.4771453428337853
-0.486,1659,-0.5233340845915924,-0.46565773850066533,-0.4728469937056978
-0.486,1660,-0.5002784196473632,-0.4663864082657547,-0.4733915357087754
-0.486,1661,-0.48122117905048206,-0.4552952706678845,-0.47433805271951873
-0.505,1662,-0.44240706383302575,-0.48547908453020483,-0.48645611264407795
-0.505,1663,-0.5120041597325226,-0.5055731163019939,-0.4811906532196915
-0.505,1664,-0.5713272842696769,-0.47710245394030604,-0.482315633805179
-0.505,1665,-0.4837271588145202,-0.4764199940873882,-0.4845495416556979
-0.517,1666,-0.4767981509786316,-0.5067508494490017,-0.49260351921619544
-0.517,1667,-0.4645307628783729,-0.5052323488265745,-0.48830891924318437
-0.517,1668,-0.5637599482539798,-0.5239345219579863,-0.4877363726091193
-0.517,1669,-0.5249691054331289,-0.5342216308762232,-0.48831671408400246
-0.532,1670,-0.563519012340163,-0.5059803105865653,-0.4982229124795846
-0.532,1671,-0.548120681129782,-0.5525626191303786,-0.49406119006676075
-0.532,1672,-0.5130547227797839,-0.5038696663578321,-0.4941951130161522
-0.532,1673,-0.5504817249049343,-0.5246447104519787,-0.49474219290370547
-0.544,1674,-0.5814579899424815,-0.5529445010516756,-0.5017860415111861
-0.544,1675,-0.5908704735043045,-0.5691866479171245,-0.49744197836151105
-0.544,1676,-0.5338570832306517,-0.5691376603198458,-0.4972674136762453
-0.544,1677,-0.5441073913554918,-0.5591994982432179,-0.4982078366861519
-0.559,1678,-0.506686003781607,-0.5208692179291253,-0.5083904200594844
-0.559,1679,-0.5398526198408495,-0.556060506766348,-0.5046205586135225
