PPG,Serial_No,noise_ppg(.10),noise_ppg,noise_ppg(0.07)
-0.444,1139,-0.447237404,-0.437884721,-0.436966138
-0.444,1140,-0.451664305,-0.43736235,-0.425519488
-0.444,1141,-0.481078815,-0.442667702,-0.456442491
-0.455,1142,-0.477225312,-0.459462059,-0.472148397
-0.455,1143,-0.498474003,-0.439737251,-0.452726713
-0.455,1144,-0.468438637,-0.447647258,-0.464289047
-0.455,1145,-0.483444109,-0.452588942,-0.439528922
-0.462,1146,-0.385540764,-0.444397367,-0.463946525
-0.462,1147,-0.453641838,-0.448786367,-0.456994046
-0.462,1148,-0.495515223,-0.471948586,-0.440719037
-0.462,1149,-0.47022944,-0.459945978,-0.462683486
-0.473,1150,-0.522355607,-0.481073076,-0.485390234
-0.473,1151,-0.45611219,-0.48038824,-0.434209718
-0.473,1152,-0.43708253,-0.485650972,-0.452720864
-0.473,1153,-0.482527819,-0.48653846,-0.490331244
-0.48,1154,-0.454512896,-0.467781702,-0.512131832
-0.48,1155,-0.433066854,-0.483789886,-0.423097098
-0.48,1156,-0.517831001,-0.496249501,-0.481161339
-0.48,1157,-0.473614312,-0.492548324,-0.481925171
-0.488,1158,-0.546229361,-0.478160253,-0.500614761
-0.488,1159,-0.528537261,-0.480011628,-0.461869629
-0.488,1160,-0.505691453,-0.479243435,-0.488001533
-0.488,1161,-0.478059609,-0.486135795,-0.441632709
-0.499,1162,-0.506659163,-0.496690975,-0.512444632
-0.499,1163,-0.504821275,-0.486183167,-0.501159687
-0.499,1164,-0.508730032,-0.518521871,-0.47024685
-0.499,1165,-0.509906538,-0.504734279,-0.508888287
-0.502,1166,-0.440347617,-0.506560117,-0.48084109
-0.502,1167,-0.518591757,-0.513447993,-0.481174158
-0.502,1168,-0.473967387,-0.518506601,-0.512281741
-0.502,1169,-0.455462885,-0.506948897,-0.49440867
-0.514,1170,-0.58945266,-0.499443897,-0.511572785
-0.514,1171,-0.461871996,-0.512665818,-0.492584756
-0.514,1172,-0.523595676,-0.521734196,-0.472261394
-0.514,1173,-0.520542095,-0.528071898,-0.512393242
-0.517,1174,-0.509162829,-0.542487235,-0.560362501
-0.517,1175,-0.492886934,-0.520017423,-0.518641014
-0.517,1176,-0.530793708,-0.521914173,-0.568962277
-0.517,1177,-0.557422149,-0.525178082,-0.561550453
-0.525,1178,-0.485183857,-0.521993099,-0.540662675
-0.525,1179,-0.536665279,-0.526225765,-0.564516383
-0.525,1180,-0.53853092,-0.54679892,-0.501811072
-0.525,1181,-0.516305999,-0.498505706,-0.510829344
-0.532,1182,-0.510342562,-0.521685459,-0.538608132
-0.532,1183,-0.513773785,-0.534260798,-0.513822096
-0.532,1184,-0.522197397,-0.525452255,-0.516702259
-0.532,1185,-0.495395703,-0.517820763,-0.546812792
-0.54,1186,-0.532672328,-0.536900092,-0.586393359
-0.54,1187,-0.510336971,-0.543755943,-0.588817759
-0.54,1188,-0.562003181,-0.54109626,-0.562750434
-0.54,1189,-0.544513792,-0.547655917,-0.550930859
-0.543,1190,-0.485531537,-0.529781387,-0.572598213
-0.543,1191,-0.497106121,-0.547178482,-0.543128242
-0.543,1192,-0.545258058,-0.541468996,-0.521178451
-0.543,1193,-0.558785336,-0.534762602,-0.552386905
-0.551,1194,-0.534663145,-0.543703557,-0.54231686
-0.551,1195,-0.50843894,-0.544063754,-0.557965888
-0.551,1196,-0.555582511,-0.555658493,-0.553203017
-0.551,1197,-0.636023497,-0.543465799,-0.571896235
-0.554,1198,-0.541576895,-0.54472617,-0.557824358
-0.554,1199,-0.558530536,-0.569177691,-0.588719339
-0.554,1200,-0.563880889,-0.550394201,-0.563676507
-0.554,1201,-0.53490328,-0.563851504,-0.525746655
-0.554,1202,-0.609934237,-0.555527186,-0.535671969
-0.554,1203,-0.505722431,-0.564569792,-0.55759851
-0.554,1204,-0.569992777,-0.564596143,-0.601200042
-0.554,1205,-0.515409793,-0.561370118,-0.563774298
-0.558,1206,-0.514175956,-0.535125934,-0.542555809
-0.558,1207,-0.541536517,-0.573271223,-0.591670419
-0.558,1208,-0.549493515,-0.55975355,-0.565212536
-0.558,1209,-0.575897719,-0.562694409,-0.57900436
-0.558,1210,-0.505752467,-0.548226345,-0.543868356
-0.558,1211,-0.56033241,-0.569825666,-0.566565314
-0.558,1212,-0.556157791,-0.549138132,-0.522743825
-0.558,1213,-0.560010022,-0.562321932,-0.566981866
-0.558,1214,-0.477140975,-0.55839296,-0.527188334
-0.558,1215,-0.570792258,-0.553071872,-0.559982122
-0.558,1216,-0.555475967,-0.563713796,-0.560537078
-0.558,1217,-0.532497952,-0.549323752,-0.555684328
-0.551,1218,-0.499236802,-0.56974008,-0.589994987
-0.551,1219,-0.461808299,-0.555300675,-0.592019215
-0.551,1220,-0.565730276,-0.560167492,-0.542316709
-0.551,1221,-0.593117934,-0.559426382,-0.579323604
-0.536,1222,-0.547880476,-0.537394319,-0.533578144
-0.536,1223,-0.552810678,-0.526891849,-0.537655266
-0.536,1224,-0.545472331,-0.536997889,-0.543428559
-0.536,1225,-0.521629711,-0.534495694,-0.522082421
-0.522,1226,-0.467237211,-0.534703888,-0.517998988
-0.522,1227,-0.554697926,-0.514048532,-0.533080408
-0.522,1228,-0.499709875,-0.513771359,-0.544191951
-0.522,1229,-0.559815632,-0.516666414,-0.47339839
-0.496,1230,-0.467886482,-0.502266986,-0.486010956
-0.496,1231,-0.536610737,-0.503190969,-0.480040737
-0.496,1232,-0.440899291,-0.490902844,-0.517923442
-0.496,1233,-0.491922686,-0.485799595,-0.517260716
-0.457,1234,-0.449922622,-0.46593999,-0.452584434
-0.457,1235,-0.467420236,-0.455696318,-0.421904349
-0.457,1236,-0.454754507,-0.471329284,-0.453324786
-0.457,1237,-0.404697096,-0.45214852,-0.493778314
-0.413,1238,-0.37285678,-0.412368036,-0.432282256
-0.413,1239,-0.423349003,-0.408260222,-0.38122811
-0.413,1240,-0.416094807,-0.433209702,-0.417817438
-0.413,1241,-0.418997723,-0.411868048,-0.396780027
-0.355,1242,-0.360213236,-0.348563647,-0.342999903
-0.355,1243,-0.311584061,-0.363523998,-0.376698849
-0.355,1244,-0.381973676,-0.3554651,-0.349620264
-0.355,1245,-0.319782271,-0.344388466,-0.352878539
-0.29,1246,-0.291716154,-0.274015681,-0.258202261
-0.29,1247,-0.300706346,-0.306493114,-0.306341164
-0.29,1248,-0.293652853,-0.26912608,-0.274011909
-0.29,1249,-0.298732118,-0.312532299,-0.28295475
-0.213,1250,-0.236628523,-0.224556241,-0.242659784
-0.213,1251,-0.197031843,-0.223535041,-0.15464262
-0.213,1252,-0.173337816,-0.202418284,-0.152015277
-0.213,1253,-0.200779586,-0.223278885,-0.231140325
-0.134,1254,-0.085987067,-0.132636538,-0.132406373
-0.134,1255,-0.173233595,-0.135897012,-0.151702188
-0.134,1256,-0.169770293,-0.106977326,-0.116415846
-0.134,1257,-0.118548248,-0.130850707,-0.130722119
-0.058,1258,-0.119096974,-0.061489116,-0.047609274
-0.058,1259,-0.019454588,-0.069729032,-0.017330469
-0.058,1260,-0.028957223,-0.051597161,-0.024023622
-0.058,1261,-0.060560067,-0.066402578,-0.028921592
0.018,1262,0.092271174,0.020980172,0.058816678
0.018,1263,0.04461499,0.018762826,-0.013301507
0.018,1264,0.00500159,0.01001058,0.011811146
0.018,1265,0.001066073,0.026254797,-0.000167768
0.095,1266,0.090787537,0.10402236,0.111801954
0.095,1267,0.135791238,0.087206476,0.110211019
0.095,1268,0.080621741,0.07893521,0.101270824
0.095,1269,0.044746592,0.086836242,0.156567082
0.167,1270,0.172807125,0.162310434,0.142551728
0.167,1271,0.1909463,0.172927514,0.167709931
0.167,1272,0.110131913,0.170068633,0.116259093
0.167,1273,0.174458188,0.163444004,0.1752081
0.236,1274,0.248125292,0.251845047,0.204548962
0.236,1275,0.238692803,0.224809701,0.204861557
0.236,1276,0.237763216,0.224957381,0.237299272
0.236,1277,0.210356358,0.239875766,0.207498409
0.29,1278,0.269554416,0.296420171,0.285659797
0.29,1279,0.284265223,0.296391881,0.306481645
0.29,1280,0.172764266,0.286637271,0.308668318
0.29,1281,0.256321478,0.268049638,0.303509435
0.338,1282,0.349919617,0.332933504,0.330013242
0.338,1283,0.275986477,0.334248468,0.348052326
0.338,1284,0.313552863,0.322636613,0.348425537
0.338,1285,0.266150787,0.352937097,0.3355896
0.377,1286,0.336293902,0.387186733,0.371598398
0.377,1287,0.361580954,0.395190599,0.355184819
0.377,1288,0.332042336,0.360291499,0.396145471
0.377,1289,0.329838176,0.387362702,0.387826893
0.406,1290,0.418328565,0.39590139,0.399282981
0.406,1291,0.382141307,0.410012264,0.41462846
0.406,1292,0.471821556,0.409370816,0.409787753
0.406,1293,0.397165131,0.405097185,0.409928788
0.428,1294,0.438846106,0.426278227,0.414144958
0.428,1295,0.470361333,0.432087999,0.464882741
0.428,1296,0.384073311,0.420689483,0.4161536
0.428,1297,0.429240777,0.440163963,0.455187262
0.435,1298,0.396423563,0.452568607,0.436573446
0.435,1299,0.44749063,0.439143807,0.395401666
0.435,1300,0.460298237,0.425564105,0.434515889
0.435,1301,0.469110134,0.430929468,0.449017477
0.439,1302,0.347696661,0.437905322,0.462608005
0.439,1303,0.42141397,0.452168629,0.439667916
0.439,1304,0.487521175,0.445799255,0.382660139
0.439,1305,0.374933321,0.456321013,0.469809888
0.431,1306,0.42819623,0.423759713,0.416269538
0.431,1307,0.399086646,0.443234347,0.400941968
0.431,1308,0.441415729,0.433025975,0.437451381
0.431,1309,0.379752951,0.416678622,0.47352297
0.42,1310,0.430047145,0.414780388,0.430660816
0.42,1311,0.41660942,0.41590385,0.417497608
0.42,1312,0.407134652,0.434300818,0.417304575
0.42,1313,0.424770576,0.419354803,0.396774746
0.399,1314,0.423536628,0.387675787,0.387789577
0.399,1315,0.386401765,0.395441895,0.423551827
0.399,1316,0.419496985,0.400521755,0.412517231
0.399,1317,0.383295049,0.391029131,0.384160772
0.37,1318,0.379895352,0.374758536,0.38840152
0.37,1319,0.405655428,0.371089702,0.400817474
0.37,1320,0.362167246,0.381652663,0.375151503
0.37,1321,0.435045082,0.370600704,0.379290807
0.341,1322,0.357984765,0.343774814,0.348647841
0.341,1323,0.320962514,0.341275107,0.332676772
0.341,1324,0.330586478,0.334152322,0.338017077
0.341,1325,0.325934997,0.347871163,0.38942331
0.308,1326,0.33207145,0.307958883,0.31007887
0.308,1327,0.313433187,0.311580957,0.341821827
0.308,1328,0.304700075,0.296037516,0.325295535
0.308,1329,0.276980443,0.304144327,0.278116229
0.269,1330,0.242023363,0.262423634,0.26956232
0.269,1331,0.252012616,0.259677427,0.312977357
0.269,1332,0.276823822,0.262770413,0.257600246
0.269,1333,0.321591512,0.255274089,0.316933001
0.232,1334,0.249806338,0.225027054,0.241626474
0.232,1335,0.206371004,0.220157805,0.239093671
0.232,1336,0.192505138,0.228590045,0.218834267
0.232,1337,0.266503962,0.219234304,0.253281124
0.189,1338,0.162338241,0.196776733,0.199767776
0.189,1339,0.2508249,0.191657019,0.181027018
0.189,1340,0.162794506,0.193693077,0.187520515
0.189,1341,0.189784983,0.205947933,0.187855614
0.145,1342,0.172932636,0.138209305,0.150487939
0.145,1343,0.103044845,0.153319989,0.177878748
0.145,1344,0.17438484,0.142426481,0.134276747
0.145,1345,0.167558228,0.142590615,0.139773611
0.102,1346,0.111620118,0.101249422,0.111558373
0.102,1347,0.118411094,0.095057463,0.122996387
0.102,1348,0.119989857,0.097867621,0.121548798
0.102,1349,0.062454448,0.10324593,0.145378346
0.066,1350,0.1008262,0.067835249,0.056523597
0.066,1351,0.057689348,0.064408175,0.06204185
0.066,1352,0.075149225,0.07417499,0.044987335
0.066,1353,0.051635726,0.051691277,0.074792379
0.025,1354,-0.002291482,0.049055961,0.0167035
0.025,1355,0.032050755,0.007695108,0.05639445
0.025,1356,-0.017933964,0.020850313,0.002745067
0.025,1357,0.000294001,0.021124239,0.009857556
-0.011,1358,0.019494857,-0.032450981,-0.019059375
-0.011,1359,0.023330433,-0.015858835,-0.052669069
-0.011,1360,-0.011751728,-0.008188224,0.00387792
-0.011,1361,-0.047190494,-0.005603391,0.01159504
-0.04,1362,0.003541293,-0.045451303,-0.07241353
-0.04,1363,-0.082962382,-0.02589074,-0.039470151
-0.04,1364,-0.043966298,-0.02477743,-0.049142912
-0.04,1365,-0.001264568,-0.020027959,-0.025635977
-0.072,1366,-0.002449304,-0.070441963,-0.071030703
-0.072,1367,-0.157808973,-0.073812601,-0.078862209
-0.072,1368,-0.08270011,-0.065114325,-0.07319981
-0.072,1369,-0.073026237,-0.071315328,-0.073515043
-0.098,1370,-0.017015101,-0.101402393,-0.111514767
-0.098,1371,-0.122656164,-0.100300325,-0.128803242
-0.098,1372,-0.073797795,-0.107121258,-0.112436027
-0.098,1373,-0.138939298,-0.118368227,-0.075466855
-0.119,1374,-0.180781424,-0.128510456,-0.124097957
-0.119,1375,-0.105033942,-0.12900895,-0.122445716
-0.119,1376,-0.169229366,-0.119340209,-0.087397768
-0.119,1377,-0.125691115,-0.137037324,-0.112422638
-0.138,1378,-0.126269845,-0.13405505,-0.122865558
-0.138,1379,-0.176302794,-0.154790266,-0.132236638
-0.138,1380,-0.078814145,-0.132424845,-0.104595327
-0.138,1381,-0.135782134,-0.132776641,-0.136869518
-0.155,1382,-0.154066095,-0.164425292,-0.152627869
-0.155,1383,-0.151217725,-0.135541364,-0.144782921
-0.155,1384,-0.162099792,-0.172548556,-0.158254165
-0.155,1385,-0.17054384,-0.165001371,-0.144190311
-0.167,1386,-0.146190534,-0.160120868,-0.125846138
-0.167,1387,-0.213419999,-0.179156022,-0.20621427
-0.167,1388,-0.113769247,-0.174920323,-0.141633103
-0.167,1389,-0.123128626,-0.159646656,-0.189088296
-0.184,1390,-0.152157407,-0.170400243,-0.211504242
-0.184,1391,-0.180652708,-0.185499405,-0.229474685
-0.184,1392,-0.180953263,-0.207009416,-0.19158758
-0.184,1393,-0.133537593,-0.192430487,-0.168510628
-0.199,1394,-0.179044177,-0.212437107,-0.179023863
-0.199,1395,-0.185199154,-0.205833919,-0.218097554
-0.199,1396,-0.182634175,-0.19608562,-0.213353675
-0.199,1397,-0.188307459,-0.211804045,-0.168441499
-0.21,1398,-0.137418998,-0.20569539,-0.207314991
-0.21,1399,-0.19801454,-0.219730051,-0.224484156
-0.21,1400,-0.139095352,-0.213170901,-0.21901552
-0.21,1401,-0.245819354,-0.207269633,-0.213169743
-0.225,1402,-0.264933935,-0.21483136,-0.197744092
-0.225,1403,-0.250504394,-0.224207117,-0.217699323
-0.225,1404,-0.236770919,-0.233370627,-0.213142873
-0.225,1405,-0.249882615,-0.244372097,-0.180057435
-0.235,1406,-0.218760787,-0.236584208,-0.253374676
-0.235,1407,-0.223314718,-0.235650772,-0.237783645
-0.235,1408,-0.298302494,-0.245941657,-0.259318666
-0.235,1409,-0.233002376,-0.23019211,-0.235670294
-0.25,1410,-0.224806496,-0.244922465,-0.236656243
-0.25,1411,-0.271318886,-0.235099795,-0.248734682
-0.25,1412,-0.26062213,-0.25096183,-0.264796263
-0.25,1413,-0.251777553,-0.257921411,-0.255307514
-0.261,1414,-0.283575177,-0.249122692,-0.245620876
-0.261,1415,-0.270546368,-0.268659333,-0.24869315
-0.261,1416,-0.174389948,-0.259245368,-0.221359981
-0.261,1417,-0.294906451,-0.261485692,-0.243559385
-0.272,1418,-0.263056773,-0.273961164,-0.300081168
-0.272,1419,-0.278062477,-0.275701766,-0.280205578
-0.272,1420,-0.276532408,-0.296724897,-0.240722875
-0.272,1421,-0.269431044,-0.267933812,-0.292754061
-0.286,1422,-0.329851046,-0.299989667,-0.289922072
-0.286,1423,-0.227249662,-0.277236179,-0.25265147
-0.286,1424,-0.25978037,-0.269692574,-0.278110602
-0.286,1425,-0.243482652,-0.280445482,-0.25530041
-0.297,1426,-0.343200098,-0.320233274,-0.283848589
-0.297,1427,-0.362953768,-0.298005468,-0.331354884
-0.297,1428,-0.273393851,-0.28316279,-0.269274827
-0.297,1429,-0.294820553,-0.300093323,-0.322359348
-0.308,1430,-0.30595858,-0.307207898,-0.326036848
-0.308,1431,-0.287791756,-0.303620383,-0.34923007
-0.308,1432,-0.265334365,-0.304443142,-0.309083243
-0.308,1433,-0.314000331,-0.311071827,-0.333846756
-0.319,1434,-0.252091045,-0.31815648,-0.265316688
-0.319,1435,-0.296891165,-0.317603905,-0.279006757
-0.319,1436,-0.362799155,-0.318946639,-0.316165363
-0.319,1437,-0.287473763,-0.317032322,-0.312381072
-0.33,1438,-0.295448692,-0.329843445,-0.337761518
-0.33,1439,-0.382940908,-0.307917343,-0.317893552
-0.33,1440,-0.35197068,-0.32100742,-0.341400177
-0.33,1441,-0.335435314,-0.331276039,-0.315479909
-0.34,1442,-0.338741387,-0.350374796,-0.347179255
-0.34,1443,-0.356877754,-0.346614048,-0.356658599
-0.34,1444,-0.400320929,-0.337718727,-0.315998584
-0.34,1445,-0.338461809,-0.347124006,-0.363477367
-0.354,1446,-0.313474133,-0.356231842,-0.37178552
-0.354,1447,-0.306587474,-0.362228263,-0.321810381
-0.354,1448,-0.327879937,-0.362002475,-0.331764689
-0.354,1449,-0.371701178,-0.353087236,-0.335388352
-0.369,1450,-0.387732884,-0.383806857,-0.380171169
-0.369,1451,-0.39346271,-0.368741995,-0.363134118
-0.369,1452,-0.336108226,-0.383707173,-0.349896433
-0.369,1453,-0.402809412,-0.364363246,-0.387324935
-0.377,1454,-0.352144747,-0.372918241,-0.360358336
-0.377,1455,-0.392606847,-0.364941889,-0.352259329
-0.377,1456,-0.406891282,-0.393357032,-0.398323285
-0.377,1457,-0.372777899,-0.385500893,-0.350494083
-0.391,1458,-0.390738563,-0.400282168,-0.412854989
-0.391,1459,-0.376540478,-0.397025451,-0.407392727
-0.391,1460,-0.412732047,-0.38233818,-0.40209612
-0.391,1461,-0.447030033,-0.36749476,-0.394301949
-0.402,1462,-0.352178886,-0.405094707,-0.372754486
-0.402,1463,-0.405338989,-0.399517978,-0.432286245
-0.402,1464,-0.364702098,-0.412456934,-0.407923981
-0.402,1465,-0.428427489,-0.402508664,-0.406728078
-0.42,1466,-0.452517659,-0.415115512,-0.407573654
-0.42,1467,-0.385160888,-0.428767973,-0.389706491
-0.42,1468,-0.399618641,-0.409193883,-0.409073945
-0.42,1469,-0.498291379,-0.404401839,-0.418653306
-0.427,1470,-0.419955729,-0.433192683,-0.405474633
-0.427,1471,-0.456703727,-0.432858572,-0.462920575
-0.427,1472,-0.39628586,-0.429644739,-0.427074942
-0.427,1473,-0.42289621,-0.407538424,-0.423186538
-0.439,1474,-0.400108322,-0.456529397,-0.445935506
-0.439,1475,-0.457238763,-0.428831132,-0.393162131
-0.439,1476,-0.461319314,-0.413270349,-0.420259337
-0.439,1477,-0.416920089,-0.4475613,-0.46531151
-0.454,1478,-0.468491457,-0.450976851,-0.451594435
-0.454,1479,-0.469056075,-0.454489262,-0.472374606
-0.454,1480,-0.499046497,-0.46156994,-0.449036992
-0.454,1481,-0.529416403,-0.468052615,-0.423905689
-0.461,1482,-0.515684903,-0.47481518,-0.456537024
-0.461,1483,-0.459029304,-0.470731236,-0.478611593
-0.461,1484,-0.430307169,-0.458294975,-0.479606589
-0.461,1485,-0.462928561,-0.485859568,-0.440383988
-0.471,1486,-0.484486878,-0.480978522,-0.471413232
-0.471,1487,-0.456577466,-0.490330715,-0.451824195
-0.471,1488,-0.471438932,-0.465178052,-0.475642143
-0.471,1489,-0.473602826,-0.472632691,-0.437775673
-0.479,1490,-0.483918015,-0.485017619,-0.459835319
-0.479,1491,-0.429458404,-0.46312371,-0.504593271
-0.479,1492,-0.454356141,-0.461523908,-0.495479472
-0.479,1493,-0.476032167,-0.469486656,-0.477953548
-0.49,1494,-0.510505414,-0.472738129,-0.498799859
-0.49,1495,-0.41540307,-0.502099916,-0.499158866
-0.49,1496,-0.471569964,-0.485477596,-0.524308546
-0.49,1497,-0.516918724,-0.50365337,-0.457367872
-0.493,1498,-0.49923207,-0.491359618,-0.540763747
-0.493,1499,-0.577501233,-0.496763517,-0.494423936
-0.493,1500,-0.428264537,-0.483946589,-0.47561204
-0.493,1501,-0.488353352,-0.486021928,-0.510267788
-0.501,1502,-0.482062372,-0.512167572,-0.501094661
-0.501,1503,-0.582320906,-0.508565507,-0.464736803
-0.501,1504,-0.539162766,-0.49069028,-0.488801339
-0.501,1505,-0.476700103,-0.506042196,-0.510273796
-0.508,1506,-0.547656227,-0.509847164,-0.497296652
-0.508,1507,-0.529560974,-0.498080673,-0.509126685
-0.508,1508,-0.499279238,-0.50971577,-0.498871486
-0.508,1509,-0.478180119,-0.5070362,-0.498626932
-0.508,1510,-0.537393351,-0.505560863,-0.518158865
-0.508,1511,-0.536888234,-0.50582319,-0.476689
-0.508,1512,-0.480713645,-0.49107571,-0.436678746
-0.508,1513,-0.527495855,-0.495134718,-0.506360604
-0.515,1514,-0.483104203,-0.512722274,-0.525979505
-0.515,1515,-0.476935493,-0.526837884,-0.524234639
-0.515,1516,-0.545963447,-0.510310449,-0.532164847
-0.515,1517,-0.512335604,-0.523334287,-0.523668989
-0.523,1518,-0.480952499,-0.507253967,-0.514224967
-0.523,1519,-0.513417194,-0.521623982,-0.496078717
-0.523,1520,-0.452800394,-0.519205319,-0.485977989
-0.523,1521,-0.523217481,-0.515839412,-0.539016281
-0.526,1522,-0.535328222,-0.524457546,-0.562740139
-0.526,1523,-0.540166418,-0.516644381,-0.540374746
-0.526,1524,-0.54743934,-0.509077255,-0.480084106
-0.526,1525,-0.609501741,-0.526917943,-0.542890363
-0.526,1526,-0.509847705,-0.539051899,-0.525791578
-0.526,1527,-0.554577647,-0.528337916,-0.520395391
-0.526,1528,-0.530053094,-0.515973081,-0.503021606
-0.526,1529,-0.512773401,-0.520718181,-0.455944253
-0.53,1530,-0.494994782,-0.523919879,-0.501062976
-0.53,1531,-0.557492225,-0.539240653,-0.560120038
-0.53,1532,-0.558575641,-0.516281875,-0.525612526
-0.53,1533,-0.551857801,-0.518663214,-0.527058213
-0.537,1534,-0.506863197,-0.528587507,-0.542749076
-0.537,1535,-0.532763377,-0.547983897,-0.513955106
-0.537,1536,-0.452065327,-0.531609258,-0.519891379
-0.537,1537,-0.547041489,-0.555147387,-0.566511106
-0.541,1538,-0.526537477,-0.550139785,-0.512510555
-0.541,1539,-0.578668807,-0.54076804,-0.506170525
-0.541,1540,-0.522442748,-0.553453489,-0.55801507
-0.541,1541,-0.546169083,-0.53875806,-0.532719049
-0.541,1542,-0.522395497,-0.528679478,-0.560873822
-0.541,1543,-0.548997891,-0.551219116,-0.532824043
-0.541,1544,-0.537658807,-0.547078264,-0.50556195
-0.541,1545,-0.52462601,-0.54052128,-0.519277945
-0.552,1546,-0.587635294,-0.552048352,-0.544830597
-0.552,1547,-0.526113298,-0.563668445,-0.527127516
-0.552,1548,-0.543177295,-0.540941917,-0.55981668
-0.552,1549,-0.609798282,-0.54842368,-0.544172802
-0.555,1550,-0.543284995,-0.541891035,-0.566225405
-0.555,1551,-0.537651596,-0.554505268,-0.541814888
-0.555,1552,-0.526151734,-0.541254146,-0.539840561
-0.555,1553,-0.561205293,-0.536708626,-0.537149855
-0.555,1554,-0.583131502,-0.557685242,-0.530827861
-0.555,1555,-0.587074835,-0.567794522,-0.576648198
-0.555,1556,-0.481630859,-0.556097767,-0.519397605
-0.555,1557,-0.585496367,-0.553570814,-0.551196674
-0.559,1558,-0.548608018,-0.55349747,-0.54458891
-0.559,1559,-0.519036107,-0.564025614,-0.531105659
-0.559,1560,-0.567758438,-0.56062801,-0.581084935
-0.559,1561,-0.531706729,-0.557421832,-0.594839551
-0.567,1562,-0.560330256,-0.567065415,-0.544097689
-0.567,1563,-0.534998306,-0.564712319,-0.571629474
-0.567,1564,-0.576609431,-0.578152273,-0.584133303
-0.567,1565,-0.576729209,-0.577941889,-0.554800493
-0.563,1566,-0.566380319,-0.553420237,-0.587810111
-0.563,1567,-0.612351104,-0.564074789,-0.569084017
-0.563,1568,-0.571477749,-0.559249296,-0.540826735
-0.563,1569,-0.619542654,-0.559606089,-0.566483586
-0.559,1570,-0.599903113,-0.571660271,-0.583085068
-0.559,1571,-0.563753444,-0.5505863,-0.599300253
-0.559,1572,-0.558807709,-0.562358162,-0.570637823
-0.559,1573,-0.555157687,-0.56833096,-0.518730411
-0.548,1574,-0.517386956,-0.54257486,-0.547967501
-0.548,1575,-0.58977226,-0.554567825,-0.538172722
-0.548,1576,-0.587852966,-0.527333002,-0.597998296
-0.548,1577,-0.511733319,-0.544446997,-0.557050682
-0.534,1578,-0.558301972,-0.528453204,-0.541143169
-0.534,1579,-0.551283831,-0.532102874,-0.544609888
-0.534,1580,-0.571410303,-0.506350716,-0.555817357
-0.534,1581,-0.54135225,-0.526326304,-0.536693168
-0.512,1582,-0.482597118,-0.49394338,-0.48957017
-0.512,1583,-0.468180914,-0.521083917,-0.567476795
-0.512,1584,-0.4542482,-0.504360063,-0.48057984
-0.512,1585,-0.473263604,-0.518998496,-0.486547905
-0.482,1586,-0.494700684,-0.489337261,-0.499374613
-0.482,1587,-0.452959978,-0.483683483,-0.459405952
-0.482,1588,-0.43657168,-0.483380657,-0.512953706
-0.482,1589,-0.439414191,-0.470811682,-0.499297568
-0.443,1590,-0.394507399,-0.438783869,-0.422374605
-0.443,1591,-0.449231703,-0.444643399,-0.395477443
-0.443,1592,-0.493477088,-0.443807905,-0.453138837
-0.443,1593,-0.424919034,-0.424316841,-0.40848268
-0.391,1594,-0.340443888,-0.409429005,-0.408661238
-0.391,1595,-0.371510214,-0.391199557,-0.365847959
-0.391,1596,-0.391884348,-0.409433712,-0.382931608
-0.391,1597,-0.393621139,-0.390426471,-0.393572356
-0.326,1598,-0.356438899,-0.33047061,-0.32133053
-0.326,1599,-0.327324862,-0.330265561,-0.317905373
-0.326,1600,-0.376991547,-0.30524095,-0.361219818
-0.326,1601,-0.306034951,-0.320001616,-0.319756598
-0.26,1602,-0.23015655,-0.271416957,-0.265288602
-0.26,1603,-0.287280584,-0.253312068,-0.265691317
-0.26,1604,-0.250703392,-0.272107656,-0.270210012
-0.26,1605,-0.249465091,-0.264384124,-0.257423832
-0.179,1606,-0.166673577,-0.175915013,-0.188225399
-0.179,1607,-0.175580199,-0.169716897,-0.149749722
-0.179,1608,-0.165894325,-0.201263888,-0.212295632
-0.179,1609,-0.14510001,-0.181083875,-0.151505955
-0.102,1610,-0.13596666,-0.114566861,-0.118222644
-0.102,1611,-0.08341472,-0.113278301,-0.141285748
-0.102,1612,-0.091721302,-0.100622389,-0.128860696
-0.102,1613,-0.083270081,-0.112732802,-0.145505759
-0.018,1614,0.016399756,-0.006043243,0.035305386
-0.018,1615,-0.036483303,0.015610008,-0.011700444
-0.018,1616,0.010448469,-0.005729947,5.75E-05
-0.018,1617,0.024520027,-0.017626542,-0.033541956
0.066,1618,0.011323531,0.060978809,0.067929415
0.066,1619,0.059292146,0.075724638,0.075985107
0.066,1620,0.040126824,0.083381426,0.100653182
0.066,1621,0.05654384,0.05709666,0.076687394
0.136,1622,0.155108735,0.135531384,0.138898622
0.136,1623,0.132919641,0.148159167,0.143553504
0.136,1624,0.178774317,0.14270307,0.173059763
0.136,1625,0.083624857,0.142478439,0.12828832
0.208,1626,0.134784385,0.206381396,0.19502612
0.208,1627,0.227032224,0.207106864,0.158353281
0.208,1628,0.178659025,0.211505674,0.20864885
0.208,1629,0.188805818,0.213160368,0.217450101
0.275,1630,0.356486267,0.279992418,0.293480425
0.275,1631,0.281336618,0.255894087,0.274857844
0.275,1632,0.259906394,0.287657683,0.26219837
0.275,1633,0.258396452,0.262507619,0.271134537
0.329,1634,0.337252253,0.331921054,0.323832784
0.329,1635,0.362971459,0.325366759,0.311652318
